#RC Telescope design parameters
       3500.000     Diameter
          1.750     Primary Focal Ratio
         10.000     Final Focal Ratio
       2200.000     Back Focal Distance in MM
#The real optical parameters
#Thick lenses; focal plane moved.
   -3         1        1.184000E+01     Scale Factor for filter         1
   -3         2        1.184000E+01     Scale Factor for filter         2
   -3         3        1.184000E+01     Scale Factor for filter         3
   -3         4        1.184000E+01     Scale Factor for filter         3
   -3         5        1.184000E+01     Scale Factor for filter         3
   -3       101        5.875600E-01     Wavelength for filter           1
   -3       102        4.861300E-01     Wavelength for filter           2
   -3       103        6.562700E-01     Wavelength for filter           3
   -3       104        3.650100E-01     Wavelength for filter           2
   -3       105        1.013980E+00     Wavelength for filter           3
   -2       101       -2.460000E+01     X half-width filter             1
   -2       102       -2.460000E+01     X half-width filter             2
   -2       103       -2.460000E+01     X half-width filter             3
   -2       104       -2.460000E+01     X half-width filter             3
   -2       105       -2.460000E+01     X half-width filter             3
   -1       101       -2.460000E+01     Y half-width filter             1
   -1       102       -2.460000E+01     Y half-width filter             2
   -1       103       -2.460000E+01     Y half-width filter             3
   -1       104       -2.460000E+01     Y half-width filter             3
   -1       105       -2.460000E+01     Y half-width filter             3
  0           5       -1.000000E+14     Z Position          
  0         101        1.000000E+00     Refraction Index for filter  1
  0         102        1.000000E+00     Refraction Index for filter  2
  0         103        1.000000E+00     Refraction Index for filter  3
  0         104        1.000000E+00     Refraction Index for filter  3
  0         105        1.000000E+00     Refraction Index for filter  3
#Primary mirror
  1           1       -8.143320E-05     Curvature           
  1           2       -1.019400E+00     Conic Constant      
  1         101       -1.000000E+00     Refraction Index for filter  1
  1         102       -1.000000E+00     Refraction Index for filter  2
  1         103       -1.000000E+00     Refraction Index for filter  3
  1         104       -1.000000E+00     Refraction Index for filter  3
  1         105       -1.000000E+00     Refraction Index for filter  3
  1         402       -1.755000E+03     Outer Stop
#Secondary mirror
  2           1       -3.172130E-04     Curvature           
  2           2       -2.179000E+00     Conic Constant      
  2           5       -4.839749E+03     Z Position          
  2         101        1.000000E+00     Refraction Index for filter  1
  2         102        1.000000E+00     Refraction Index for filter  2
  2         103        1.000000E+00     Refraction Index for filter  3
  2         104        1.000000E+00     Refraction Index for filter  3
  2         105        1.000000E+00     Refraction Index for filter  3
  2         402       -7.000000E+02     Outer Stop
#Front of 1st element of 1st doublet
  3           1        3.236199E-04     Curvature           
  3           5        1.565100E+03     Z Position          
  3         101        SIO2		Refraction Index for filter  1
  3         102        SIO2		Refraction Index for filter  2
  3         103        SIO2		Refraction Index for filter  3
  3         104        SIO2		Refraction Index for filter  3
  3         105        SIO2		Refraction Index for filter  3
  3         402        5.000000E+02     Outer Stop
#Back of 1st element of 1st doublet
  4           1        4.231112E-03     Curvature           
